,Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,SSD,HDD,FlashStorage,Gpu_brand,Price
102,Dell,Notebook,15.6,1920x1080,8,Linux,2.2,0,0,Intel Core i5,0,1000,0,AMD,58230.0
836,Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1256,1000,0,Nvidia,217710.0
261,Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i3,256,0,0,Intel,39960.0
1279,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i7,0,1000,0,Nvidia,80910.0
425,Dell,Gaming,15.6,1920x1080,8,Windows,2.62,0,1,Intel Core i7,1128,1000,0,Nvidia,104310.0
922,HP,Ultrabook,13.3,3200x1800,8,Windows,1.39,1,0,Intel Core i7,256,0,0,Intel,103410.0
742,Toshiba,Notebook,14.0,1920x1080,8,Windows,1.25,1,1,Intel Core i5,256,0,0,Intel,138150.0
268,HP,Notebook,17.3,1920x1080,8,Windows,2.5,0,0,Intel Core i7,0,1000,0,Nvidia,91620.0
333,Lenovo,Notebook,15.6,1920x1080,4,Windows,1.85,0,0,Intel Core i3,0,1000,0,Intel,40410.0
644,Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i3,0,500,0,Intel,40500.0
976,Lenovo,Notebook,14.0,1366x768,4,Windows,1.7,0,0,Intel Core i5,0,0,0,Intel,90180.0
211,Asus,Gaming,17.3,1920x1080,16,Windows,2.9,0,0,Intel Core i7,1256,1000,0,Nvidia,126630.0
960,Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,138150.0
1060,HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i7,256,0,0,Intel,96300.0
369,HP,Ultrabook,14.0,1920x1080,8,Windows,1.36,0,1,Intel Core i7,256,0,0,Intel,157500.0
785,MSI,Gaming,14.0,1920x1080,16,Windows,1.6,0,1,Intel Core i7,1256,1000,0,Nvidia,170190.0
173,Toshiba,Notebook,15.6,1366x768,4,Windows,2.0,0,0,Intel Core i3,0,500,0,Intel,44010.0
127,Asus,Notebook,14.0,1366x768,4,Windows,1.65,0,0,AMD processor,64,0,0,AMD,25019.1
843,Dell,Notebook,15.6,1366x768,8,Windows,2.18,0,0,Intel Core i5,128,0,0,Intel,64259.1
442,Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i5,256,0,0,Intel,128610.0
353,HP,Workstation,15.6,1920x1080,8,Windows,2.6,0,0,Intel Core i7,256,0,0,Nvidia,156444.3
797,Dell,Notebook,15.6,1366x768,8,Windows,1.95,0,0,Intel Core i5,128,0,0,Intel,72900.0
445,Dell,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i5,256,0,0,Nvidia,106110.0
1206,HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,Intel Core i5,256,0,0,Intel,52110.0
783,Lenovo,Notebook,15.6,1366x768,8,No ,2.2,0,0,Other Intel,0,1000,0,Intel,29610.0
1227,Dell,Notebook,15.6,1366x768,4,Linux,2.18,0,0,Intel Core i5,0,1000,0,Intel,46967.4
920,Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i5,0,1000,0,AMD,61649.1
1254,Dell,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,39959.1
516,HP,Notebook,15.6,1366x768,4,Windows,2.04,1,0,Intel Core i5,0,1000,0,Intel,46932.3
562,HP,Ultrabook,13.3,3200x1800,16,Windows,1.16,1,1,Other Intel,512,0,0,Intel,176850.0
765,Acer,Notebook,13.3,1366x768,4,Windows,1.6,0,0,Intel Core i5,128,0,0,Intel,58950.0
851,Asus,Gaming,15.6,1920x1080,16,Windows,2.1,0,0,Intel Core i7,1128,1000,0,Nvidia,170910.0
1269,Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i7,0,500,0,Nvidia,64828.8
1245,Asus,Gaming,15.6,1920x1080,16,Windows,2.5,0,1,Intel Core i7,1256,1000,0,Nvidia,144000.0
847,Asus,Ultrabook,13.3,1920x1080,8,Windows,1.45,0,1,Intel Core i5,512,0,0,Nvidia,92340.0
964,HP,Notebook,15.6,1366x768,8,Windows,2.04,0,0,Intel Core i5,0,1000,0,Nvidia,76185.0
182,Lenovo,2 in 1 Convertible,13.9,3840x2160,16,Windows,1.4,1,1,Intel Core i7,512,0,0,Intel,166410.0
744,Lenovo,Workstation,15.6,3840x2160,16,Windows,2.5,0,1,Intel Core i7,1000,0,0,Nvidia,296910.0
827,Dell,Notebook,14.0,1366x768,4,Windows,1.76,0,0,Intel Core i3,0,500,0,Intel,52650.0
192,Xiaomi,Ultrabook,13.3,1920x1080,8,No ,1.3,0,1,Intel Core i5,256,0,0,Nvidia,89991.0
466,Acer,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i3,0,500,0,Nvidia,42210.0
763,Asus,Ultrabook,13.3,3200x1800,8,Windows,1.2,0,1,Intel Core i5,256,0,0,Intel,101610.0
676,Asus,Ultrabook,14.0,1920x1080,8,Windows,1.1,0,0,Intel Core i5,256,0,0,Intel,102150.0
1224,Dell,2 in 1 Convertible,15.0,1920x1080,4,Windows,2.08,1,0,Intel Core i3,0,500,0,Intel,45810.0
834,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.32,0,1,Intel Core i5,256,0,0,Intel,148500.0
245,Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,2128,2000,0,AMD,88650.0
158,Dell,2 in 1 Convertible,15.6,1920x1080,8,Windows,1.56,1,0,Intel Core i7,256,0,0,Intel,94410.0
1116,Lenovo,Gaming,17.3,1920x1080,16,Windows,4.6,0,1,Intel Core i7,1256,0,0,Nvidia,247499.1
242,Asus,Notebook,17.3,1920x1080,8,No ,2.69,0,0,Intel Core i7,1128,1000,0,Nvidia,80010.0
448,MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Nvidia,92496.6
929,HP,Notebook,14.0,1366x768,4,Windows,1.95,0,0,Intel Core i5,0,500,0,Intel,103410.0
1070,Dell,Notebook,15.6,1366x768,4,Windows,2.06,0,0,Intel Core i3,0,500,0,Intel,43378.2
1062,Dell,Notebook,15.6,1920x1080,4,Windows,2.25,0,0,Intel Core i5,0,1000,0,Intel,50310.0
69,Asus,Gaming,17.3,1920x1080,12,Linux,3.0,0,0,Intel Core i7,0,1000,0,Nvidia,85410.0
530,Dell,Gaming,17.3,1920x1080,16,Windows,4.42,0,1,Intel Core i7,1128,1000,0,Nvidia,271149.3
213,Lenovo,Notebook,15.6,1920x1080,8,No ,2.2,0,0,Intel Core i5,256,0,0,Intel,49410.0
896,Dell,Gaming,15.6,1920x1080,8,Linux,2.62,0,0,Intel Core i7,0,1000,0,Nvidia,83610.0
56,HP,Notebook,15.6,1920x1080,4,Windows,1.91,0,0,Intel Core i3,128,0,0,Intel,39510.0
544,Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,AMD processor,0,500,0,AMD,31410.0
475,Dell,Notebook,14.0,1366x768,8,Windows,1.79,0,0,Intel Core i3,128,0,0,Intel,66600.0
833,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i5,256,0,0,Intel,106740.0
251,Asus,Gaming,17.3,1920x1080,16,Windows,4.3,0,0,Intel Core i7,1256,1000,0,Nvidia,161910.0
599,Dell,Workstation,15.6,1920x1080,8,Windows,2.06,1,0,Intel Core i7,256,0,0,Nvidia,158670.0
730,Acer,Gaming,17.3,1920x1080,16,Windows,4.2,0,1,Intel Core i7,1128,1000,0,Nvidia,174150.0
627,Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i5,128,0,0,Intel,42120.0
176,Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,128,0,0,Intel,40410.0
219,Dell,2 in 1 Convertible,13.3,1920x1080,16,Windows,1.62,1,0,Intel Core i7,512,0,0,Intel,115110.0
1034,HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,256,0,0,Intel,110609.1
1239,Lenovo,Notebook,13.3,1920x1080,16,Windows,1.4,0,1,Intel Core i7,512,0,0,Intel,134910.0
243,Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i5,256,0,0,Nvidia,79110.0
1101,Dell,Ultrabook,12.5,1366x768,4,Windows,1.5,0,0,Intel Core i3,128,0,0,Intel,105027.3
769,Acer,Notebook,15.6,1366x768,4,Linux,2.1,0,0,Other Intel,0,1000,0,Intel,26820.0
940,HP,Gaming,17.3,1920x1080,8,Windows,2.75,0,1,Intel Core i5,1128,1000,0,Nvidia,125910.0
76,Lenovo,Notebook,15.6,1920x1080,8,No ,2.2,0,0,Intel Core i5,0,2000,0,Intel,46710.0
169,HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,0,500,0,Intel,67860.0
982,Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,AMD processor,256,0,0,AMD,49410.0
973,Toshiba,Notebook,14.0,1920x1080,8,Windows,1.95,0,0,Intel Core i5,256,0,0,Intel,106200.0
1275,Asus,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,1,Other Intel,512,0,0,Intel,65610.0
361,Asus,Notebook,14.0,1920x1080,8,Windows,2.0,0,0,Intel Core i5,256,0,0,Intel,85050.0
414,Asus,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.27,1,1,Intel Core i5,256,0,0,Intel,83520.0
961,Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i5,256,0,0,Intel,158400.0
1045,HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i5,756,500,0,Intel,189300.6
109,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.58,0,1,Intel Core i7,256,0,0,Intel,133200.0
1236,HP,Ultrabook,14.0,2560x1440,8,Windows,1.54,0,0,Intel Core i7,256,0,0,Intel,197837.1
669,Acer,Notebook,15.6,1366x768,4,Linux,2.1,0,0,Intel Core i3,128,0,0,Intel,37080.0
786,MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,1128,1000,0,Nvidia,98010.0
323,HP,Notebook,15.6,1366x768,8,Windows,2.1,0,1,Intel Core i7,0,1000,0,Intel,81180.0
1184,HP,Notebook,15.6,1920x1080,6,Windows,2.18,0,1,Intel Core i7,0,1000,0,Nvidia,71910.0
373,Lenovo,Notebook,17.3,1600x900,4,Windows,2.6,0,0,AMD processor,128,0,0,AMD,44010.0
942,Acer,Notebook,15.6,1366x768,4,Windows,2.23,0,0,Intel Core i5,0,500,0,Intel,55710.0
924,Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i5,512,0,0,Intel,164250.0
142,Lenovo,Gaming,15.6,1920x1080,8,No ,2.4,0,1,Intel Core i7,256,0,0,Nvidia,78210.0
1274,Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,33210.0
11,HP,Notebook,15.6,1920x1080,4,No ,1.86,0,0,Intel Core i3,0,500,0,Intel,31049.1
226,Dell,Notebook,15.6,1920x1080,16,Windows,2.3,1,0,Intel Core i7,0,1000,0,AMD,77310.9
1193,Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Other Intel,0,0,256,Intel,104670.0
82,HP,Notebook,14.0,1920x1080,8,Windows,1.63,0,0,Intel Core i5,256,0,0,Intel,77400.0
462,Asus,Notebook,15.6,1920x1080,8,Windows,2.37,0,0,Intel Core i5,0,1000,0,Intel,67410.0
590,Asus,2 in 1 Convertible,15.6,1366x768,8,Windows,2.2,1,0,Intel Core i5,0,1000,0,Intel,66510.0
258,MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1512,1000,0,Nvidia,224910.0
1158,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i5,0,0,0,AMD,70964.1
380,HP,Gaming,17.3,1920x1080,8,Windows,3.35,0,1,Intel Core i7,1128,1000,0,Nvidia,107190.0
818,Dell,Gaming,17.3,1920x1080,16,Windows,4.36,0,1,Intel Core i7,1128,1000,0,Nvidia,225451.8
167,Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i7,1128,1000,0,Nvidia,95444.1
1218,Lenovo,Gaming,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i7,1128,1000,0,Nvidia,114480.0
980,Dell,2 in 1 Convertible,15.6,1920x1080,12,Windows,2.19,1,1,Intel Core i7,512,0,0,Intel,116910.0
349,Dell,Ultrabook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,0,1000,0,AMD,59670.0
1191,Samsung,2 in 1 Convertible,12.3,2400x1600,4,Chrome ,1.15,1,1,AMD processor,0,0,32,ARM,59310.0
187,Lenovo,Gaming,15.6,1920x1080,8,No ,2.4,0,1,Intel Core i5,256,0,0,Nvidia,70110.0
371,Acer,Notebook,15.6,1366x768,4,Windows,2.1,0,0,AMD processor,128,0,0,AMD,38340.0
519,Asus,Gaming,17.3,1920x1080,16,Windows,3.0,0,0,Intel Core i7,1256,1000,0,Nvidia,135360.0
62,Lenovo,Notebook,14.0,1920x1080,8,No ,1.7,0,1,Intel Core i3,256,0,0,Intel,53910.0
779,Asus,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Other Intel,128,0,0,Intel,52371.0
1117,Razer,Ultrabook,12.5,3840x2160,8,Windows,1.25,1,0,Intel Core i7,256,0,0,Intel,92610.0
1293,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.6,0,1,Intel Core i7,0,1000,0,Nvidia,80910.0
812,Samsung,Ultrabook,13.3,1920x1080,8,Windows,0.81,0,0,Intel Core i5,256,0,0,Intel,134910.0
734,Lenovo,Notebook,13.3,1920x1080,8,Windows,1.44,0,1,Intel Core i5,256,0,0,Intel,86400.0
1185,Asus,Gaming,15.6,1920x1080,8,Windows,2.591,0,1,Intel Core i7,1256,1000,0,Nvidia,81810.0
1295,Dell,Notebook,15.6,1366x768,8,Linux,2.3,0,0,Intel Core i7,0,1000,0,AMD,72539.1
1064,MSI,Gaming,15.6,1920x1080,16,Windows,1.8,0,0,Intel Core i7,1256,1000,0,Nvidia,173610.0
1136,HP,Workstation,17.3,1920x1080,8,Windows,3.0,0,1,Intel Core i7,256,0,0,Nvidia,355446.0
363,HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i5,0,1000,0,Intel,57510.0
616,Dell,Notebook,15.6,1920x1080,4,Linux,2.18,0,0,Intel Core i5,128,0,0,AMD,51210.0
305,Lenovo,Notebook,15.6,1366x768,4,No ,2.2,0,0,Other Intel,0,1000,0,Intel,32399.1
792,Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,512,0,0,Intel,177300.0
1050,Lenovo,Notebook,14.0,2560x1440,16,Windows,1.1,0,1,Intel Core i7,256,0,0,Intel,235800.0
334,Asus,Gaming,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i7,256,0,0,Nvidia,89910.0
487,Dell,Notebook,15.6,1920x1080,16,Windows,2.06,0,0,Intel Core i7,512,0,0,Nvidia,170910.0
181,Dell,Ultrabook,13.3,1920x1080,8,Windows,1.23,0,0,Intel Core i5,256,0,0,Intel,125910.0
680,MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Nvidia,89811.0
571,HP,Notebook,14.0,1366x768,8,Windows,1.94,0,0,Other Intel,0,2000,0,Intel,35010.0
454,Dell,Notebook,15.6,1920x1080,8,Windows,2.36,0,0,Intel Core i7,1128,1000,0,AMD,88110.0
1148,HP,Notebook,15.6,1920x1080,8,Windows,1.88,0,0,Intel Core i5,256,0,0,Intel,142110.0
909,LG,Ultrabook,14.0,1920x1080,8,Windows,0.98,1,1,Intel Core i7,512,0,0,Intel,170910.0
1292,Dell,Notebook,15.6,1366x768,2,Windows,2.2,0,0,Other Intel,0,500,0,Intel,34110.0
85,Dell,Gaming,15.6,1920x1080,16,Windows,2.65,0,1,Intel Core i7,1128,1000,0,Nvidia,121410.0
472,Google,Ultrabook,12.3,2400x1600,8,Chrome ,1.1,1,0,Intel Core i5,128,0,0,Intel,114750.0
878,Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i5,1128,1000,0,Nvidia,82125.0
284,Acer,Notebook,15.6,1920x1080,8,Windows,3.0,0,1,Intel Core i7,256,0,0,Nvidia,85590.0
1160,Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.7,0,0,Intel Core i7,256,0,0,Intel,134910.0
665,Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,128,0,0,Intel,44820.0
741,Dell,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Intel Core i3,256,0,0,Intel,59850.0
1177,Lenovo,Gaming,15.6,1920x1080,16,Windows,3.31,0,1,Intel Core i7,512,0,0,Nvidia,117450.0
699,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,1,Intel Core i7,0,500,0,AMD,62010.0
509,Lenovo,Gaming,15.6,1920x1080,8,No ,2.4,0,1,Intel Core i7,1256,1000,0,Nvidia,103410.0
930,Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,1000,0,Intel,27810.0
358,Dell,Notebook,15.6,1366x768,8,Windows,2.36,1,0,Intel Core i5,0,2000,0,Intel,50163.3
75,Asus,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,85410.0
808,Dell,Gaming,15.6,3840x2160,16,Windows,2.62,0,0,Intel Core i7,512,0,0,Nvidia,151110.0
677,HP,2 in 1 Convertible,11.6,1366x768,8,Chrome ,1.4,1,0,Other Intel,0,0,64,Intel,44550.0
659,Dell,Gaming,17.3,3840x2160,32,Windows,4.42,0,1,Intel Core i7,1512,1000,0,Nvidia,283263.3
436,HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel,0,500,0,Intel,31230.0
958,Dell,Ultrabook,13.3,3200x1800,8,Windows,1.3,0,0,Intel Core i7,256,0,0,Intel,114120.0
1156,MSI,Gaming,17.3,1920x1080,16,Windows,2.7,0,0,Intel Core i7,1256,1000,0,Nvidia,134352.0
822,Lenovo,Ultrabook,14.0,1920x1080,8,Windows,1.13,0,1,Intel Core i7,512,0,0,Intel,224910.0
1187,Acer,Notebook,15.6,1920x1080,4,Windows,2.23,0,0,Intel Core i5,256,0,0,Nvidia,62190.0
661,Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,37710.0
955,Dell,Gaming,17.3,3840x2160,16,Windows,4.36,0,1,Intel Core i7,1512,1000,0,Nvidia,283860.0
1068,Dell,Gaming,15.6,3840x2160,16,Windows,3.21,0,0,Intel Core i7,1256,1000,0,Nvidia,119610.0
890,HP,Notebook,14.0,1920x1080,4,Windows,1.95,0,0,Intel Core i5,128,0,0,Intel,113850.0
9,Acer,Ultrabook,14.0,1920x1080,8,Windows,1.6,0,1,Intel Core i5,256,0,0,Intel,69300.0
1220,Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i7,256,0,0,Intel,137610.0
1071,HP,Notebook,15.6,1366x768,4,Windows,2.31,0,0,Intel Core i5,0,500,0,Intel,107910.0
775,Asus,2 in 1 Convertible,15.6,1920x1080,12,Windows,2.3,1,0,Intel Core i7,0,2000,0,Nvidia,75510.0
1204,Asus,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,105210.0
254,Acer,Notebook,17.3,1920x1080,4,Windows,3.0,0,1,Intel Core i3,256,0,0,Nvidia,63180.0
283,Lenovo,Notebook,15.6,1920x1080,6,Windows,2.2,0,0,Intel Core i5,256,0,0,Intel,52110.0
629,Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,256,0,0,Nvidia,163800.0
1037,Toshiba,Ultrabook,14.0,1920x1080,8,Windows,1.47,0,1,Intel Core i7,256,0,0,Intel,155250.0
485,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.75,0,1,Intel Core i5,256,0,0,Intel,94410.0
845,Dell,Notebook,15.6,1920x1080,4,Windows,2.18,0,0,Intel Core i7,256,0,0,AMD,66510.0
727,Dell,2 in 1 Convertible,13.3,1920x1080,4,Windows,1.71,1,0,Intel Core i3,0,1000,0,Intel,58410.0
793,Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.08,1,0,Intel Core i5,256,0,0,AMD,86310.0
1232,Dell,Notebook,15.6,1366x768,8,Windows,2.3,1,0,Intel Core i3,0,1000,0,Intel,42210.9
962,Acer,Notebook,15.6,1920x1080,12,Windows,2.4,0,0,Intel Core i5,1128,1000,0,Nvidia,90810.0
1059,MSI,Gaming,15.6,1920x1080,16,Windows,2.94,0,0,Intel Core i7,1256,1000,0,Nvidia,163710.0
755,Lenovo,2 in 1 Convertible,13.3,3200x1800,8,Windows,1.3,1,1,Intel Core i5,256,0,0,Intel,107910.0
78,Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,1000,0,Nvidia,47700.0
675,MSI,Gaming,15.6,1920x1080,16,Windows,2.4,0,0,Intel Core i7,1256,1000,0,Nvidia,116460.0
317,Lenovo,Notebook,13.3,1366x768,4,Chrome ,1.45,0,0,Other Intel,0,0,16,Intel,41391.0
351,HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,256,0,0,Intel,117360.0
459,HP,Notebook,17.3,1600x900,8,Windows,2.5,0,0,Intel Core i3,256,0,0,Intel,57591.0
303,Lenovo,Notebook,15.6,1366x768,8,No ,2.2,0,0,Intel Core i5,0,2000,0,Nvidia,49410.0
560,Acer,2 in 1 Convertible,11.6,1920x1080,4,Windows,1.25,1,1,Other Intel,0,0,32,Intel,31410.0
1223,Dell,Ultrabook,12.5,1920x1080,8,Windows,1.26,1,0,Intel Core i5,256,0,0,Intel,154203.3
907,Acer,Notebook,15.6,1920x1080,4,Chrome ,2.2,0,1,Other Intel,0,0,16,Intel,32310.0
139,HP,Notebook,13.3,1920x1080,4,Windows,1.32,0,1,Intel Core i5,256,0,0,Intel,62910.0
719,HP,Notebook,17.3,1920x1080,8,Windows,2.63,0,0,Intel Core i7,256,0,0,Nvidia,108000.0
852,Dell,Notebook,17.3,1920x1080,8,Linux,2.83,0,0,Intel Core i7,0,1000,0,AMD,77850.0
672,Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.3,1,1,Intel Core i5,256,0,0,Intel,93060.0
1047,MSI,Gaming,17.3,1920x1080,16,Windows,3.78,0,1,Intel Core i7,1256,1000,0,Nvidia,139107.6
70,Microsoft,Ultrabook,13.5,2256x1504,4,Windows,1.252,1,0,Intel Core i5,128,0,0,Intel,98010.0
934,Toshiba,Notebook,14.0,1920x1080,4,Windows,1.47,0,1,Intel Core i5,128,0,0,Intel,99450.0
746,Samsung,Ultrabook,13.3,1920x1080,16,Windows,0.81,0,0,Intel Core i7,256,0,0,Intel,148410.0
992,Lenovo,Notebook,15.6,1366x768,4,No ,1.9,0,0,Other Intel,128,0,0,Intel,24355.8
621,Lenovo,Notebook,14.0,1920x1080,8,Windows,1.65,0,0,Intel Core i5,256,0,0,Intel,131850.0
605,MSI,Gaming,15.6,3840x2160,16,Windows,1.8,0,0,Intel Core i7,2256,2000,0,Nvidia,206910.0
232,Lenovo,Gaming,15.6,1920x1080,16,Windows,3.2,0,1,Intel Core i7,1256,1000,0,Nvidia,134910.0
202,Acer,Notebook,15.6,1920x1080,8,Windows,2.23,0,0,Intel Core i7,0,1000,0,Nvidia,66780.0
623,Fujitsu,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Intel,71910.0
152,Lenovo,Notebook,15.6,1366x768,4,Windows,1.9,0,0,Intel Core i5,128,0,0,Intel,44820.0
747,HP,Notebook,15.6,1920x1080,8,Windows,1.86,0,0,Intel Core i3,256,0,0,Intel,48510.0
778,Razer,Gaming,14.0,1920x1080,16,Windows,1.95,0,0,Intel Core i7,512,0,0,Nvidia,260910.0
1186,Dell,2 in 1 Convertible,15.6,1920x1080,16,Windows,2.09,1,0,Intel Core i7,512,0,0,Intel,106110.0
131,Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,1000,0,AMD,40410.0
1084,Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,256,0,0,Intel,67500.0
971,Dell,Ultrabook,14.0,2560x1440,8,Windows,1.5,1,0,Intel Core i7,256,0,0,Intel,176668.2
1076,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.3,0,1,Intel Core i5,0,1000,0,Nvidia,87930.0
584,Dell,Netbook,11.6,1366x768,4,Chrome ,1.26,0,0,Other Intel,0,0,16,Intel,26550.0
1233,MSI,Gaming,17.3,1920x1080,16,Windows,2.7,0,0,Intel Core i7,1256,1000,0,Nvidia,143820.0
389,Lenovo,2 in 1 Convertible,14.0,2560x1440,16,Windows,1.42,1,0,Intel Core i7,512,0,0,Intel,225810.0
957,HP,2 in 1 Convertible,11.6,1366x768,4,Windows,1.45,1,0,Other Intel,256,0,0,Intel,69750.0
171,HP,Notebook,17.3,1920x1080,6,Windows,2.71,0,1,Intel Core i5,0,2000,0,AMD,62910.0
1098,HP,Notebook,15.6,1366x768,4,Windows,1.96,0,0,Other Intel,0,1000,0,Intel,45000.0
952,Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,131400.0
550,Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,128,0,0,Intel,44910.0
637,Lenovo,Notebook,14.0,1366x768,2,Windows,1.42,0,0,Other Intel,0,0,32,Intel,22410.0
467,Dell,Notebook,15.6,1920x1080,8,Windows,2.02,0,0,Intel Core i5,0,2000,0,AMD,68310.0
2,HP,Notebook,15.6,1920x1080,8,No ,1.86,0,0,Intel Core i5,256,0,0,Intel,51750.0
991,HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,1128,1000,0,AMD,44910.0
410,Lenovo,Workstation,15.6,1920x1080,8,Windows,2.67,0,0,Intel Core i7,512,0,0,Nvidia,173250.0
276,Dell,Notebook,17.3,1920x1080,8,Linux,2.8,0,0,Intel Core i7,1128,1000,0,AMD,98910.0
534,Asus,Gaming,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,1128,1000,0,Nvidia,148410.0
589,Asus,Gaming,17.3,1920x1080,8,Windows,2.73,0,1,Intel Core i5,1128,1000,0,Nvidia,159300.0
41,Dell,Gaming,15.6,1920x1080,16,Windows,2.65,0,1,Intel Core i7,1256,1000,0,Nvidia,134910.0
81,Apple,Ultrabook,12.0,2304x1440,8,Mac,0.92,0,1,Intel Core i5,512,0,0,Intel,135900.0
1181,Lenovo,Ultrabook,15.6,1920x1080,6,Windows,1.54,0,0,Intel Core i7,256,0,0,Nvidia,74790.0
1100,Dell,Ultrabook,12.5,1366x768,4,Windows,1.5,0,0,Intel Core i3,0,500,0,Intel,102163.5
1287,HP,Notebook,15.6,1366x768,6,Windows,2.19,0,0,Intel Core i7,0,1000,0,AMD,68760.0
1302,Asus,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,33210.0
1192,HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,0,500,0,Intel,43650.0
